generation,mean_fitness,best_fitness
641,-151275.468750,-17495.533203
642,-151324.140625,-17460.777344
643,-151486.812500,-17428.703125
644,-151482.843750,-17319.478516
645,-151498.390625,-17635.927734
646,-151561.906250,-17555.726562
647,-151785.000000,-17699.910156
648,-151886.593750,-17573.158203
649,-151673.984375,-17797.890625
650,-151789.796875,-17958.341797
651,-151768.250000,-18037.683594
652,-151683.546875,-18096.845703
653,-151618.109375,-18064.531250
654,-151596.781250,-18146.869141
655,-151585.546875,-17946.283203
656,-151545.093750,-18255.087891
657,-151360.265625,-18234.400391
658,-151438.359375,-18349.222656
659,-151366.125000,-18304.970703
660,-151426.156250,-18371.000000
661,-151355.359375,-18315.476562
662,-151308.281250,-18293.480469
663,-151146.593750,-18474.591797
664,-151049.500000,-18434.140625
665,-151151.281250,-18410.976562
666,-151162.093750,-18407.367188
667,-151146.265625,-18411.179688
668,-151181.687500,-18333.873047
669,-151141.640625,-18410.789062
670,-151141.093750,-18424.458984
671,-151219.218750,-18413.443359
672,-151241.828125,-18313.839844
673,-151089.593750,-18262.757812
674,-151181.218750,-18226.556641
675,-151161.968750,-18294.322266
676,-151180.484375,-18248.488281
677,-151196.781250,-18337.900391
678,-151158.093750,-18252.835938
679,-151199.312500,-18178.572266
680,-151164.531250,-18378.386719
681,-151133.062500,-18399.410156
682,-151209.468750,-18263.552734
683,-151214.453125,-18305.091797
684,-151145.656250,-18190.826172
685,-151226.750000,-18179.951172
686,-151293.093750,-18131.593750
687,-151246.843750,-17851.726562
688,-151173.187500,-17868.130859
689,-151123.500000,-17909.593750
690,-151136.906250,-17925.468750
691,-151169.562500,-17969.833984
692,-151238.859375,-18029.402344
693,-151202.156250,-17988.761719
694,-151151.593750,-17932.441406
695,-151141.937500,-17958.255859
696,-150948.421875,-17754.019531
697,-151012.156250,-17934.228516
698,-150956.156250,-17925.238281
699,-150976.234375,-18140.417969
700,-150958.203125,-18154.027344
701,-151017.156250,-18191.800781
702,-150898.062500,-18181.060547
703,-150934.593750,-17958.470703
704,-150896.281250,-17961.136719
705,-150730.468750,-18386.550781
706,-150653.718750,-18181.050781
707,-150520.906250,-18289.912109
708,-150582.328125,-18045.603516
709,-150575.140625,-18004.587891
710,-150537.906250,-17738.939453
711,-150514.718750,-17731.775391
712,-150700.984375,-17721.146484
713,-150790.031250,-17519.990234
714,-150797.281250,-17383.156250
715,-150689.718750,-17301.697266
716,-150696.656250,-17285.285156
717,-150510.187500,-17279.115234
718,-150495.953125,-17244.232422
719,-150425.859375,-17346.568359
720,-150575.921875,-17538.876953
721,-150522.390625,-17492.287109
722,-150447.953125,-17515.871094
723,-150460.656250,-17573.750000
724,-150403.328125,-17594.876953
725,-150288.015625,-17535.742188
726,-150142.234375,-17214.222656
727,-150122.250000,-17852.798828
728,-150059.078125,-17511.949219
729,-150125.375000,-17459.546875
730,-150014.500000,-17438.525391
731,-150161.312500,-17532.242188
732,-150237.781250,-17743.552734
733,-150280.828125,-17671.205078
734,-150299.203125,-17775.578125
735,-150233.828125,-18445.482422
736,-150249.703125,-18492.654297
737,-150390.718750,-18530.492188
738,-150472.171875,-18534.820312
739,-150515.484375,-18526.189453
740,-150476.265625,-18493.851562
741,-150685.984375,-19334.523438
742,-150767.156250,-19642.554688
743,-150862.015625,-19689.568359
744,-150896.437500,-19501.861328
745,-151023.468750,-19382.507812
746,-151052.500000,-19569.408203
747,-151067.609375,-19573.521484
748,-151023.218750,-19682.882812
749,-151109.171875,-19796.076172
750,-151154.031250,-19769.406250
751,-151197.328125,-19761.703125
752,-151224.125000,-18609.513672
753,-151361.078125,-19629.128906
754,-151339.265625,-19547.615234
755,-151297.578125,-19528.699219
756,-151441.406250,-19615.416016
757,-151516.031250,-19669.554688
758,-151399.984375,-19857.556641
759,-151292.703125,-20226.869141
760,-151342.718750,-20323.115234
761,-151231.546875,-19785.042969
762,-151229.515625,-19731.941406
763,-151157.593750,-19733.042969
764,-151273.625000,-19772.859375
765,-151310.593750,-20322.625000
766,-151229.562500,-20286.322266
767,-151105.156250,-20260.414062
768,-151012.203125,-20277.539062
769,-151014.015625,-20325.070312
770,-151004.109375,-20212.599609
771,-151034.375000,-20019.189453
772,-151134.078125,-19749.353516
773,-151117.218750,-19961.042969
774,-151303.156250,-19899.197266
775,-151252.765625,-19933.224609
776,-151311.937500,-19841.101562
777,-151460.375000,-19837.609375
778,-151539.906250,-19796.484375
779,-151634.125000,-19875.734375
780,-151663.953125,-20051.595703
781,-151519.250000,-20312.730469
782,-151443.421875,-20349.662109
783,-151394.218750,-20382.865234
784,-151403.781250,-20380.562500
785,-151413.859375,-20373.154297
786,-151400.296875,-20352.792969
787,-151330.656250,-20216.791016
788,-151158.593750,-20191.103516
789,-151242.593750,-20088.154297
790,-151199.609375,-20039.369141
791,-151223.718750,-19970.041016
792,-151311.265625,-20919.052734
793,-151366.015625,-21292.146484
794,-151292.781250,-21276.025391
795,-151428.093750,-21284.671875
796,-151376.453125,-21139.562500
797,-151371.078125,-21432.332031
798,-151416.796875,-21472.185547
799,-151447.406250,-21428.509766
800,-151581.156250,-21419.488281
801,-151670.640625,-22244.167969
802,-151865.234375,-22751.533203
803,-151769.093750,-22686.482422
804,-151908.609375,-22743.257812
805,-151892.921875,-22640.812500
806,-151961.406250,-22680.009766
807,-151920.031250,-22666.345703
808,-151900.609375,-22249.869141
809,-151835.093750,-22702.832031
810,-151775.781250,-22987.583984
811,-151730.984375,-22940.160156
812,-151703.218750,-22876.644531
813,-151585.515625,-22885.787109
814,-151662.093750,-22897.488281
815,-151607.859375,-22880.089844
816,-151518.343750,-22540.488281
817,-151492.109375,-23110.976562
818,-151431.312500,-23033.716797
819,-151373.531250,-22953.566406
820,-151384.968750,-22929.298828
821,-151479.578125,-22847.876953
822,-151492.437500,-23055.052734
823,-151617.109375,-23147.857422
824,-151586.406250,-23189.949219
825,-151540.390625,-23793.312500
826,-151523.140625,-23762.138672
827,-151578.265625,-23735.435547
828,-151562.812500,-23529.496094
829,-151711.656250,-23631.994141
830,-151707.421875,-23517.468750
831,-151691.359375,-23535.423828
832,-151756.093750,-23519.375000
833,-151739.343750,-23478.185547
834,-151737.343750,-23547.792969
835,-151697.046875,-23910.570312
836,-151754.906250,-24032.931641
837,-151682.390625,-24052.105469
838,-151517.750000,-24096.433594
839,-151412.265625,-24312.867188
840,-151469.921875,-24211.181641
841,-151606.968750,-24270.382812
842,-151590.921875,-24031.525391
843,-151581.437500,-23941.328125
844,-151656.546875,-24153.408203
845,-151668.250000,-24078.376953
846,-151701.703125,-24657.810547
847,-151535.453125,-24653.033203
848,-151470.906250,-24334.638672
849,-151547.734375,-24449.083984
850,-151483.468750,-24070.931641
851,-151541.671875,-24094.628906
852,-151531.328125,-24125.537109
853,-151627.953125,-24157.017578
854,-151721.828125,-24428.904297
855,-151695.906250,-24395.064453
856,-151613.125000,-24298.419922
857,-151625.390625,-24157.914062
858,-151610.968750,-24334.882812
859,-151715.734375,-24389.072266
860,-151836.140625,-24401.712891
861,-151768.078125,-24387.683594
862,-151666.156250,-24260.722656
863,-151741.234375,-24078.998047
864,-151799.156250,-24232.187500
865,-151719.531250,-24106.205078
866,-151737.296875,-24215.634766
867,-151556.906250,-24237.031250
868,-151473.156250,-24130.992188
