generation,mean_fitness,best_fitness
870,-62291.523438,-62198.492188
871,-62390.718750,-62198.734375
872,-62200.515625,-62198.859375
873,-62245.824219,-62198.812500
874,-62231.835938,-62198.632812
875,-62199.738281,-62198.519531
876,-62199.964844,-62198.515625
877,-62298.761719,-62199.078125
878,-62329.464844,-62198.667969
879,-62342.234375,-62198.457031
880,-62199.730469,-62198.789062
881,-62245.558594,-62198.535156
882,-62245.816406,-62198.878906
883,-62375.046875,-62198.914062
884,-62297.648438,-62198.714844
885,-62326.496094,-62199.007812
886,-62246.730469,-62198.816406
887,-62199.773438,-62198.687500
888,-62246.824219,-62198.804688
889,-62297.769531,-62198.984375
890,-62295.515625,-62198.898438
891,-62199.796875,-62198.800781
892,-62297.660156,-62198.343750
893,-62200.933594,-62198.808594
894,-62337.476562,-62198.589844
895,-62231.074219,-62197.835938
896,-62199.875000,-62198.871094
897,-62341.468750,-62198.441406
898,-62342.796875,-62198.832031
899,-62277.765625,-62198.949219
900,-62246.960938,-62198.503906
901,-62200.750000,-62198.355469
902,-62297.906250,-62198.753906
903,-62296.441406,-62198.707031
904,-62329.996094,-62198.601562
905,-62231.214844,-62198.843750
906,-62390.148438,-62197.996094
907,-62295.121094,-62198.429688
908,-62230.984375,-62198.117188
909,-62326.398438,-62198.101562
910,-62328.214844,-62198.839844
911,-62246.796875,-62198.382812
912,-62199.925781,-62198.636719
913,-62329.960938,-62198.851562
914,-62245.539062,-62198.050781
915,-62246.851562,-62198.289062
916,-62199.648438,-62198.527344
917,-62199.890625,-62198.835938
918,-62297.855469,-62198.593750
919,-62199.789062,-62198.835938
920,-62231.109375,-62198.152344
921,-62325.371094,-62198.703125
922,-62323.109375,-62198.816406
923,-62199.660156,-62198.656250
924,-62327.296875,-62198.949219
925,-62200.050781,-62198.398438
926,-62245.843750,-62198.972656
927,-62340.750000,-62198.988281
928,-62200.074219,-62198.757812
929,-62199.703125,-62198.511719
930,-62232.003906,-62198.410156
931,-62200.109375,-62198.683594
932,-62230.960938,-62198.226562
933,-62246.945312,-62198.773438
934,-62309.574219,-62198.699219
935,-62201.199219,-62198.941406
936,-62200.011719,-62198.929688
937,-62340.843750,-62198.238281
938,-62199.750000,-62198.464844
939,-62231.156250,-62198.519531
940,-62199.636719,-62197.808594
941,-62199.886719,-62198.375000
942,-62199.828125,-62198.953125
943,-62297.640625,-62198.253906
944,-62292.578125,-62199.070312
945,-62296.433594,-62198.675781
946,-62246.906250,-62198.503906
947,-62199.890625,-62198.917969
948,-62327.113281,-62198.222656
949,-62245.808594,-62198.578125
950,-62264.121094,-62198.800781
951,-62296.453125,-62198.867188
952,-62199.855469,-62198.882812
953,-62245.640625,-62198.316406
954,-62393.203125,-62198.773438
955,-62343.804688,-62199.035156
956,-62199.835938,-62198.644531
957,-62231.753906,-62198.847656
958,-62232.218750,-62199.089844
959,-62326.281250,-62198.628906
960,-62231.164062,-62199.023438
961,-62297.816406,-62198.765625
962,-62200.035156,-62198.781250
963,-62323.804688,-62198.960938
964,-62231.289062,-62198.417969
965,-62341.863281,-62198.804688
966,-62199.781250,-62198.570312
967,-62295.949219,-62199.074219
968,-62277.988281,-62198.839844
969,-62245.828125,-62198.722656
970,-62245.863281,-62198.363281
971,-62393.433594,-62198.839844
972,-62199.988281,-62199.003906
973,-62231.953125,-62198.617188
974,-62231.109375,-62198.648438
975,-62199.781250,-62198.632812
976,-62245.710938,-62198.644531
977,-62341.351562,-62198.585938
978,-62199.750000,-62198.925781
979,-62327.371094,-62198.820312
980,-62231.140625,-62198.308594
981,-62231.929688,-62198.917969
982,-62199.660156,-62198.660156
983,-62199.980469,-62198.488281
984,-62199.906250,-62198.757812
985,-62199.894531,-62198.906250
986,-62295.910156,-62199.164062
987,-62296.535156,-62198.597656
988,-62234.273438,-62198.464844
989,-62329.121094,-62198.589844
990,-62245.464844,-62198.117188
991,-62263.710938,-62198.898438
992,-62199.773438,-62198.648438
993,-62199.804688,-62198.832031
994,-62199.886719,-62198.949219
995,-62231.964844,-62199.062500
996,-62293.855469,-62198.257812
997,-62231.273438,-62198.664062
998,-62471.859375,-62198.925781
999,-62200.019531,-62197.792969
1000,-62326.433594,-62198.871094
1001,-62245.531250,-62198.906250
1002,-62297.710938,-62198.136719
1003,-62297.781250,-62198.187500
1004,-62200.519531,-62199.070312
1005,-62295.148438,-62198.390625
1006,-62231.445312,-62199.046875
1007,-62297.769531,-62198.941406
1008,-62327.109375,-62198.960938
1009,-62329.218750,-62198.777344
1010,-62199.855469,-62198.687500
1011,-62343.441406,-62198.679688
1012,-62297.941406,-62198.636719
1013,-62343.773438,-62198.839844
1014,-62291.546875,-62198.687500
1015,-62199.808594,-62198.484375
1016,-62438.710938,-62198.808594
1017,-62231.816406,-62198.585938
1018,-62231.070312,-62198.492188
1019,-62199.789062,-62198.769531
1020,-62245.589844,-62198.886719
1021,-62199.796875,-62198.699219
1022,-62199.921875,-62198.183594
1023,-62341.503906,-62198.570312
1024,-62342.546875,-62198.64453
