generation,mean_fitness,best_fitness
983,4.644584,4.710000
984,4.667917,4.720000
985,4.652500,4.775000
986,4.662917,4.760000
987,4.677083,4.765000
988,4.651667,4.705000
989,4.670833,4.775000
990,4.643750,4.760000
991,4.664167,4.785000
992,4.666667,4.755000
993,4.647501,4.725000
994,4.664167,4.745000
995,4.669583,4.730000
996,4.666667,4.775000
997,4.667917,4.725000
998,4.680000,4.735000
999,4.675001,4.750000
1000,4.662500,4.735000
1001,4.670834,4.750000
1002,4.668334,4.765000
1003,4.652500,4.765000
1004,4.656667,4.690000
1005,4.669167,4.735000
1006,4.637084,4.730000
1007,4.655000,4.745000
1008,4.178751,4.775000
1009,4.676250,4.745000
1010,4.669167,4.740000
1011,4.659166,4.730000
1012,4.188334,4.730000
1013,4.669583,4.765000
1014,4.657500,4.720000
1015,4.171667,4.730000
1016,4.672916,4.745000
1017,4.667917,4.750000
1018,4.672917,4.755000
1019,4.650833,4.715000
1020,4.666667,4.720000
1021,4.658333,4.730000
1022,4.618750,4.730000
1023,4.664584,4.755000
1024,4.655833,4.715000
1025,4.651250,4.760000
1026,4.683750,4.750000
1027,4.681667,4.760000
1028,4.660417,4.720000
1029,4.663750,4.735000
1030,3.787493,4.770000
1031,4.652083,4.745000
1032,4.655417,4.715000
1033,4.186250,4.770000
1034,4.172083,4.685000
1035,4.656666,4.715000
1036,4.160417,4.690000
1037,3.222500,4.715000
1038,3.717083,4.750000
1039,4.178334,4.750000
1040,4.648334,4.725000
1041,4.172083,4.680000
1042,4.189167,4.725000
1043,4.625417,4.720000
1044,4.189167,4.705000
1045,4.660417,4.730000
1046,4.631250,4.700000
1047,4.183750,4.730000
1048,4.184166,4.740000
1049,3.734166,4.750000
1050,4.172500,4.675000
1051,4.672500,4.740000
1052,4.661250,4.770000
1053,4.210001,4.730000
1054,4.660833,4.720000
1055,4.656667,4.735000
1056,3.751667,4.765000
1057,4.645833,4.750000
1058,4.201667,4.755000
1059,3.725834,4.760000
1060,4.651667,4.775000
1061,4.661667,4.755000
1062,4.680000,4.740000
1063,4.664167,4.755000
1064,4.200000,4.735000
1065,4.187084,4.740000
1066,4.192916,4.745000
1067,4.630834,4.715000
1068,4.671250,4.735000
1069,4.680417,4.755000
1070,4.689167,4.780000
1071,4.657917,4.720000
1072,4.684583,4.735000
1073,4.681250,4.755000
1074,4.659167,4.750000
1075,4.660833,4.725000
1076,4.678334,4.740000
1077,4.654167,4.740000
1078,4.671250,4.705000
1079,4.657917,4.755000
1080,4.657500,4.690000
1081,4.669167,4.745000
1082,4.652084,4.735000
1083,4.657500,4.730000
1084,4.674583,4.740000
1085,4.671667,4.780000
